Cliente,Latitude,Longitude,Peso_Carga_KG,Janela_Horario,Hub_Regional
Cliente_Ju_222,-21.734262362340193,-43.30121041033876,98,08:00-18:00,Juiz de Fora
Cliente_Ju_223,-21.864513609239516,-43.284725672340095,392,08:00-18:00,Juiz de Fora
Cliente_Ju_224,-21.757144976832095,-43.43133556653613,1089,08:00-18:00,Juiz de Fora
Cliente_Ju_225,-21.570592050267937,-43.243880367851645,247,08:00-18:00,Juiz de Fora
Cliente_Ju_226,-22.03152135595759,-43.224222485632026,608,08:00-18:00,Juiz de Fora
Cliente_Ju_227,-21.808325951074533,-43.31170010224201,555,08:00-18:00,Juiz de Fora
Cliente_Ju_228,-21.733099597142896,-43.40023210627876,183,08:00-18:00,Juiz de Fora
Cliente_Ju_229,-21.95458768336383,-43.280197102703355,1196,08:00-18:00,Juiz de Fora
Cliente_Ju_230,-21.50091945753711,-43.29733441223956,1363,08:00-18:00,Juiz de Fora
Cliente_Ju_231,-21.82518485156751,-43.13004803526661,416,08:00-18:00,Juiz de Fora
Cliente_Ju_232,-21.8935777192839,-43.54063353368285,381,08:00-18:00,Juiz de Fora
Cliente_Ju_233,-21.772946184486177,-43.56259699403305,81,08:00-18:00,Juiz de Fora
Cliente_Ju_234,-21.735774448602243,-43.33993804859247,659,08:00-18:00,Juiz de Fora
Cliente_Ju_235,-21.773404904139646,-43.42335704646335,588,08:00-18:00,Juiz de Fora
Cliente_Ju_236,-21.89468938236608,-43.35380159619573,714,08:00-18:00,Juiz de Fora
Cliente_Ju_237,-21.906656520258153,-43.26973373685809,1274,08:00-18:00,Juiz de Fora
Cliente_Ju_238,-21.389599158231633,-43.27073089219885,909,08:00-18:00,Juiz de Fora
Cliente_Ju_239,-22.040586010716837,-43.33027796073322,661,08:00-18:00,Juiz de Fora
